Loan_ID,Gender,Married,Dependents,Education,Self_Employed,Applicant_Income,Co-applicant_Income,Loan_Amount,Term,Credit_History,Property_Area,Status
LP11385,Male,Yes,2,Not Graduate,No,3948,0,119,360,0,Semiurban,N
LP11386,Male,Yes,1,Graduate,No,5697,1110,253,180,1,Semiurban,Y
LP11387,Male,Yes,3+,Graduate,No,2631,3597,228,360,0,Semiurban,N
LP11388,Female,Yes,2,Not Graduate,No,7010,2691,242,360,1,Semiurban,Y
LP11389,Male,No,0,Graduate,No,6815,2751,233,360,0,Semiurban,N
LP11390,Male,No,0,Not Graduate,No,8478,0,333,360,0,Semiurban,N
LP11391,Male,No,1,Graduate,Yes,4616,1186,147,360,1,Semiurban,Y
LP11392,Male,Yes,2,Graduate,No,4792,0,113,360,1,Semiurban,Y
LP11393,Male,Yes,0,Graduate,No,2658,2912,196,360,1,Rural,Y
LP11394,Male,No,2,Graduate,No,10433,1774,361,480,1,Urban,N
LP11395,Male,Yes,0,Not Graduate,No,12192,1818,390,360,1,Urban,Y
LP11396,Male,Yes,1,Graduate,No,6351,4601,265,360,1,Rural,Y
LP11397,Female,Yes,2,Not Graduate,No,3991,0,132,360,1,Semiurban,Y
LP11398,Male,Yes,0,Graduate,No,12134,0,377,180,1,Urban,Y
LP11399,Male,Yes,3+,Graduate,No,4955,0,171,360,1,Semiurban,Y
LP11400,Male,Yes,0,Graduate,No,3645,4482,295,360,1,Rural,Y
LP11401,Male,Yes,0,Graduate,No,6919,0,276,360,1,Rural,Y
LP11402,Male,Yes,3+,Graduate,No,2068,1863,92,360,1,Semiurban,Y
LP11403,Male,No,0,Not Graduate,No,3411,3438,232,360,0,Rural,N
LP11404,Male,No,2,Graduate,No,3367,0,67,360,1,Semiurban,Y
LP11405,Male,No,2,Not Graduate,Yes,5925,2752,173,180,1,Semiurban,Y
LP11406,Male,Yes,0,Graduate,No,1272,2067,118,480,1,Semiurban,Y
LP11407,Female,Yes,0,Graduate,No,4739,1255,135,360,1,Rural,Y
LP11408,Male,Yes,0,Graduate,Yes,4176,2642,159,180,1,Semiurban,Y
LP11409,Male,No,0,Graduate,No,4577,0,129,180,1,Semiurban,N
LP11410,Male,No,1,Graduate,No,4498,0,113,360,1,Semiurban,Y
LP11411,Male,No,0,Not Graduate,No,5193,1879,199,360,1,Rural,Y
LP11412,Male,Yes,3+,Graduate,Yes,5467,0,202,360,1,Semiurban,Y
LP11413,Female,Yes,1,Not Graduate,No,6135,4004,357,120,0,Urban,N
LP11414,Male,Yes,0,Graduate,No,4057,0,84,480,1,Rural,Y
LP11415,Female,Yes,2,Graduate,No,1831,0,66,360,1,Semiurban,Y
LP11416,Male,Yes,0,Graduate,No,4871,0,182,360,1,Rural,Y
LP11417,Male,No,0,Graduate,No,5268,1704,164,360,1,Urban,Y
LP11418,Male,Yes,1,Graduate,No,8347,4605,481,360,1,Semiurban,Y
LP11419,Male,Yes,0,Graduate,No,2312,1333,88,360,0,Semiurban,N
LP11420,Male,Yes,2,Graduate,Yes,2712,4795,203,360,1,Rural,Y
LP11421,Male,Yes,1,Not Graduate,Yes,5123,4882,229,360,1,Urban,Y
LP11422,Male,Yes,3+,Not Graduate,Yes,2268,3535,164,360,1,Urban,Y
LP11423,Female,Yes,3+,Graduate,No,6643,1574,193,360,1,Rural,N
LP11424,Male,Yes,2,Not Graduate,No,1828,0,55,360,1,Urban,Y
LP11425,Male,Yes,0,Graduate,Yes,1479,1552,72,180,0,Rural,N
LP11426,Male,No,0,Graduate,No,5453,4301,274,360,1,Rural,Y
LP11427,Male,No,1,Graduate,No,5152,3239,210,360,1,Rural,Y
LP11428,Female,Yes,0,Not Graduate,No,13309,0,518,360,1,Rural,Y
LP11429,Male,Yes,0,Graduate,No,2998,2674,179,360,1,Semiurban,Y
LP11430,Male,Yes,2,Graduate,No,3528,2183,198,360,1,Urban,Y
LP11431,Female,No,1,Not Graduate,No,6404,1091,195,360,1,Semiurban,Y
LP11432,Male,Yes,2,Graduate,No,6393,0,243,360,1,Semiurban,Y
LP11433,Male,No,1,Graduate,No,1847,1674,140,360,0,Rural,N
LP11434,Male,No,0,Graduate,No,7877,0,298,360,1,Urban,Y
LP11435,Male,No,2,Graduate,No,2197,0,45,360,1,Semiurban,Y
LP11436,Female,Yes,3+,Graduate,Yes,3159,0,79,360,1,Semiurban,Y
LP11437,Male,Yes,0,Not Graduate,Yes,2859,1423,95,360,1,Rural,Y
LP11438,Male,Yes,3+,Graduate,No,5827,0,172,360,0,Semiurban,N
LP11439,Male,No,0,Graduate,No,2450,0,63,360,1,Rural,Y
LP11440,Male,Yes,0,Not Graduate,No,1124,0,41,360,1,Semiurban,Y
LP11441,Male,Yes,0,Graduate,No,3389,0,126,360,1,Urban,Y
LP11442,Male,No,2,Graduate,No,4338,3343,170,360,1,Semiurban,Y
LP11443,Male,Yes,2,Graduate,No,5073,0,199,360,1,Semiurban,Y
LP11444,Female,Yes,2,Graduate,No,8478,1850,298,180,1,Semiurban,Y
LP11445,Male,No,0,Not Graduate,No,5232,1895,265,180,0,Urban,Y
LP11446,Male,Yes,1,Graduate,No,4745,0,159,360,1,Rural,Y
LP11447,Male,Yes,0,Graduate,Yes,3185,2427,166,360,1,Urban,Y
LP11448,Male,Yes,1,Graduate,No,5218,2084,183,360,0,Urban,N
LP11449,Male,No,0,Graduate,No,4440,3865,225,360,1,Urban,Y
LP11450,Male,No,0,Not Graduate,Yes,3199,0,104,360,1,Rural,Y
LP11451,Male,No,2,Not Graduate,No,9824,4714,339,360,1,Urban,Y
LP11452,Male,Yes,2,Graduate,No,4329,2843,286,360,1,Urban,N
LP11453,Male,Yes,2,Not Graduate,No,2923,3706,179,360,0,Semiurban,N
LP11454,Male,No,0,Graduate,No,4089,3499,170,360,1,Urban,Y
LP11455,Female,Yes,0,Graduate,No,2073,1758,80,240,1,Rural,Y
LP11456,Male,Yes,0,Graduate,No,4691,3432,296,360,1,Rural,Y
LP11457,Male,Yes,0,Graduate,No,3700,3759,213,360,1,Rural,Y
LP11458,Male,No,2,Not Graduate,No,5265,0,178,360,1,Semiurban,Y
LP11459,Male,No,0,Not Graduate,No,5864,0,208,180,1,Semiurban,Y
LP11460,Female,No,0,Graduate,No,4140,0,122,360,0,Urban,N
LP11461,Female,Yes,0,Graduate,No,3019,0,83,360,1,Rural,N
LP11462,Female,Yes,0,Graduate,No,15257,1095,485,240,1,Semiurban,Y
LP11463,Male,Yes,0,Graduate,No,3545,2265,203,180,0,Rural,N
LP11464,Female,Yes,1,Graduate,No,3930,4152,209,360,1,Semiurban,Y
LP11465,Female,No,3+,Graduate,No,1629,0,40,180,1,Semiurban,N
LP11466,Female,Yes,2,Graduate,No,1311,0,41,360,1,Rural,Y
LP11467,Male,Yes,0,Not Graduate,No,9452,0,285,360,1,Urban,Y
LP11468,Male,Yes,0,Not Graduate,No,6710,1422,283,360,1,Urban,Y
LP11469,Female,Yes,1,Not Graduate,No,9001,4834,311,360,1,Urban,Y
LP11470,Male,Yes,0,Graduate,No,6763,0,173,120,1,Semiurban,Y
LP11471,Female,Yes,0,Graduate,Yes,1482,1463,103,360,1,Rural,Y
LP11472,Male,Yes,2,Graduate,No,4252,0,112,360,1,Urban,Y
LP11473,Male,Yes,1,Graduate,No,2403,2221,147,360,1,Urban,N
LP11474,Male,No,3+,Graduate,No,3814,1227,170,480,1,Rural,N
LP11475,Male,Yes,1,Graduate,No,3280,1037,163,240,0,Semiurban,N
LP11476,Male,Yes,3+,Not Graduate,No,3737,0,91,360,1,Urban,Y
LP11477,Male,No,0,Graduate,No,2867,0,76,360,1,Semiurban,Y
LP11478,Female,Yes,0,Graduate,No,5075,0,175,360,1,Urban,Y
LP11479,Male,Yes,2,Graduate,No,4559,3308,214,180,1,Semiurban,Y
LP11480,Male,Yes,0,Graduate,No,2968,0,64,180,1,Urban,Y
LP11481,Male,Yes,3+,Graduate,No,3831,2219,148,480,1,Urban,Y
LP11482,Female,Yes,0,Not Graduate,No,5311,2691,297,360,1,Semiurban,Y
LP11483,Male,No,0,Graduate,No,2770,0,110,360,1,Rural,Y
LP11484,Male,Yes,0,Not Graduate,Yes,5744,1096,181,360,1,Urban,Y
LP11485,Male,Yes,1,Not Graduate,Yes,6083,0,234,120,1,Urban,Y
LP11486,Male,No,0,Not Graduate,No,3889,3903,275,360,0,Semiurban,N
LP11487,Male,Yes,2,Graduate,Yes,1315,4896,135,180,1,Urban,N
LP11488,Male,Yes,0,Graduate,Yes,1769,2714,125,360,1,Semiurban,N
LP11489,Female,Yes,0,Graduate,No,4337,2177,199,360,0,Semiurban,N
LP11490,Male,Yes,1,Graduate,No,1191,0,40,360,1,Semiurban,Y
LP11491,Male,No,0,Graduate,No,3418,3147,172,180,1,Rural,Y
LP11492,Male,Yes,0,Graduate,No,3451,0,133,360,1,Urban,Y
LP11493,Male,Yes,2,Graduate,No,5254,0,122,360,1,Semiurban,Y
LP11494,Male,No,0,Not Graduate,No,6273,0,216,240,1,Rural,N
LP11495,Male,No,0,Graduate,No,4146,4398,213,360,0,Rural,N
LP11496,Male,No,0,Graduate,Yes,6764,0,242,360,1,Semiurban,Y
LP11497,Male,Yes,2,Graduate,No,19445,2382,504,360,1,Semiurban,Y
LP11498,Male,Yes,0,Graduate,No,2196,0,80,180,1,Rural,Y
LP11499,Male,Yes,0,Graduate,No,4643,3186,172,360,1,Urban,Y
